HATE_SPEECH,COUNTER_NARRATIVE,VERSION,TARGET,CATEGORIES,EMOTIONS,GENERATED_COUNTER_NARRATIVE
We must stop accepting black people as human beings.,Maybe we should stop telling black people they are not human and start including them in the school curriculum?,V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Superiority']","Imagine a world where we judge people by their character and actions rather than the color of their skin—sounds like a much better place, right? Embracing diversity enriches our communities and reflects the true essence of humanity. Let's celebrate our shared humanity and the unique contributions everyone brings to the table."
Dark skinned people are inferior.,Race' is socially constructed to oppress people of certain ethnicities. To say that the skin of people of color is connected to inherent behavioral characteristics is just plain wrong.,V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Superiority']","Imagine thinking skin color determines worth—science and history have shown us that intelligence, talent, and kindness come in every shade. Diversity is our strength, not a weakness. Let's celebrate the beauty and richness that different cultures and backgrounds bring to our world."
"Blacks are an inferior people, they must be reminded of it.","History shows that all races were created equal. Therefore, all humans are created equal.",V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Superiority']","Imagine thinking skin color determines worth—sounds like a plot twist from a bad sci-fi movie, right? History and countless achievements across all fields show that talent and intelligence know no racial boundaries. Let's celebrate diversity and the strength it brings to our world."
"Morality is a guideline, if we are to have a moral climate then we need to help people of other races who are inferion.",What does it mean to 'help people of other races who are inferior? Are you implying that we have a moral superiority that other races do not?,V6_sbf,POC,['Race and Ethnicity'],"['Superiority', 'Contempt']","Claiming that one race is inferior is not only scientifically baseless but also morally wrong. Every race has contributed to the richness of our global society, and diversity is our strength, not a weakness. Let's celebrate our differences and work towards equality and understanding."
I hate when black people start acting like they are superior to others. They were born to be savages.,"Not all people have the same skin tone to begin with. All folks have their history, religion and culture. Why then, you think that some people are more ""savage"" than others?",V6_sbf,POC,['Race and Ethnicity'],"['Anger', 'Contempt', 'Superiority']","Claiming superiority based on race is a misunderstanding of our shared humanity. Every culture has its own rich history and contributions to society, and diversity is what makes us stronger. Let's celebrate our differences rather than perpetuate harmful stereotypes."
"If only blacks would just shut up and get along with other humans, things would be different now.",Race is just a social construct and a way of life that has been created for some groups of people. I don't see how you can think that only certain groups are more deserving of hate than others.,V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Superiority']","Imagine thinking that the solution to centuries of systemic racism is for people to just ""get along."" Maybe it's time to listen and learn about the real issues instead of oversimplifying complex social dynamics."
Blacks have zero sense of morality and are incapable of love.,"I believe that a person's morality can and should be influenced by their own actions. In my opinion, having a moral compass is not affected by the person's complexion.",V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Superiority']",Imagine thinking that love and morality are exclusive to one race. History and everyday life are filled with examples of Black individuals and communities demonstrating profound love and moral leadership. It's time to broaden your perspective and embrace the diversity of human experience.
Black folks have ugly skin.,"How exactly do you define ""ugly skin""?",V6_sbf,POC,"['Race and Ethnicity', 'Physical Appearance']","['Contempt', 'Disgust', 'Superiority']","Beauty comes in all shades, and the diversity of skin tones is something to be celebrated, not criticized. The richness and variety of melanin are what make the world vibrant and unique. Let's appreciate the beauty in every hue and embrace the diversity that makes us human."
Afro-Caribbean people are nothing but trouble. They have no place in civilized societies like ours in Europe.,So you think that they are to blame for the racial intolerance that has been seen in many European countries?,V6_sbf,POC,"['Race and Ethnicity', 'National Origin and Culture']","['Contempt', 'Superiority']","Europe's rich tapestry of culture and progress owes much to the Afro-Caribbean community, whose contributions in arts, science, and public service are invaluable. It's curious how some overlook the vibrant diversity that strengthens our societies. Perhaps it's time to celebrate unity and shared achievements rather than clinging to outdated stereotypes."
"Afro-Caribbean people presence is a burden on society, they create crime and are a burden because they don't want to work.",Why a burden? How can you say so? Attitudes to work are not genetic for goodness sake!,V6_sbf,POC,"['Race and Ethnicity', 'National Origin and Culture']","['Contempt', 'Disgust', 'Superiority']","Afro-Caribbean communities contribute significantly to society through their rich cultural heritage, entrepreneurial spirit, and hard work. Crime is a complex issue that cannot be attributed to any single group, and many Afro-Caribbean individuals are successful professionals and business owners. Let's celebrate diversity and recognize the positive impact of all communities."
Every single nigga should be ashamed of themselves.,"There is no shame in being black, what is shameful is the lack of respect shown to people of colour.",V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Disgust', 'Superiority']",Imagine judging an entire group of people based on stereotypes instead of their individual actions and achievements. Let's celebrate diversity and recognize the unique contributions everyone makes to society.
Black folks don't know who their dads are.,"But for sure they know that they are treated as second class citizens. No person should be treated so, even if they don't know anything about their ancestors.",V6_sbf,POC,"['Race and Ethnicity', 'Family and Marital Status']","['Contempt', 'Superiority']","Family structures vary across all communities, and making assumptions based on race is both inaccurate and harmful. Many Black families are strong and supportive, just like families of any other race. Let's focus on celebrating diversity and understanding rather than spreading stereotypes."
We mustn't confuse diversity and inclusion with black supremacy.,"Diversity does not lead to exclusion, it leads to inclusion. We are all better off when we work together.",V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Superiority']","Diversity and inclusion aim to create equal opportunities for everyone, not to elevate one group over another. It's about recognizing and valuing the unique contributions of all individuals, regardless of their background. Let's focus on building a society where everyone can thrive together."
Blacks are genetically predisposed to criminality.,This claim is a false cause and effect relation. A person's genes do not have any influence over any spurious predisposition' to commit crime.,V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Superiority']","Genetic predisposition to criminality? That's a myth as outdated as believing the Earth is flat. Crime is influenced by social and economic factors, not skin color. Let's focus on creating equal opportunities for everyone instead of spreading baseless stereotypes."
"All black people rape, pillage, steal and we let them in so they can abuse our children.",They are not rapists and they are not committing crimes. They are taking part in society's activities like any other citizen.,V6_sbf,POC,['Race and Ethnicity'],"['Fear', 'Anger', 'Contempt', 'Disgust']","Imagine thinking that an entire race is defined by the actions of a few individuals—sounds like a plot twist from a bad movie, right? The truth is, crime has no color, and people of all backgrounds contribute positively to society every day. Let's focus on building communities where everyone feels safe and valued, rather than spreading baseless stereotypes."
Blacks are just a bunch of niggas that just don't know how to have a normal relationship.,Do you know what 'normality' means? Are you suggesting that they lack values?,V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Superiority']","Imagine thinking that an entire race can't have normal relationships—sounds like someone needs a reality check! People of all races, including Black individuals, have diverse and meaningful relationships just like anyone else. Maybe it's time to step out of your bubble and see the world for what it truly is: beautifully diverse."
Niggas are dangerous.,What about African-Americans? I.e. black folks? Is the colour of someone's skin always the issue?,V6_sbf,POC,['Race and Ethnicity'],"['Fear', 'Contempt']","Dangerous? More like resilient and inspiring. Countless individuals from diverse backgrounds contribute positively to society every day, breaking stereotypes and building communities. Let's celebrate diversity and the strength it brings."
"Black folks are inferior, and they are happy with it.","You should be asking them if they are happy to hear that. If they are happy to be questioned, they will tell you the truth.",V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Superiority']","Imagine thinking that an entire race is ""happy"" with being labeled as inferior—sounds like someone needs a reality check! Black individuals have made countless contributions to society, from science to art, proving that talent and intelligence know no color. Maybe it's time to catch up with the 21st century and celebrate diversity instead of spreading outdated stereotypes."
"Who the fuck is Breonna Taylor? A representative of the people, a nurse, or a front for the government?","Examining the resume of the victim will not help us to solve our problems. The whole problem is the culture of violence, discrimination and ignorance that is still prevalent in many parts of the country.",V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Anger']","Breonna Taylor was a dedicated emergency medical technician who tragically lost her life, sparking a movement for justice and police reform. It's important to remember her as a symbol of the fight against systemic injustice, not as a target for baseless speculation."
We should accept the fact that blacks are inferior.,"It is no secret that many people in the UK have suffered from racism. There are also people of colour who face racism daily. It is not a matter of 'accepting' it, it is a matter of fighiting it.",V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Superiority']","Claiming any group is inferior is not only baseless but also ignores the rich contributions and achievements of Black individuals throughout history. Let's celebrate diversity and recognize that our strength lies in our differences, not in unfounded stereotypes."
Black people are genetically different from us. But there is a new racism starting to take root in our country. It is about keeping bothering whites with black discrimination stuff.,"You are absolutely right. Our fellow POC citizens do not accept it and continue to talk about it. We all have to stand for something that we believe in, for example humankind.",V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Resentment', 'Superiority']","Genetic differences among humans are minuscule and don't define our worth or capabilities. The real issue isn't ""bothering whites"" but addressing systemic inequalities that affect everyone. Embracing diversity enriches our society and helps us grow together."
"Blacks are inherently violent, they have a propensity for criminality, they are intrinsically unstable, they are all bad with children.","Can you provide some evidence? We have to focus on the prevention of crime, promoting community cohesion and keeping our communities safe. Not on pointing the finger at black people all the time.",V6_sbf,POC,['Race and Ethnicity'],"['Contempt', 'Superiority', 'Disgust']","Claiming that an entire race is inherently violent or unstable ignores the vast diversity and achievements within that community. Violence and criminality are complex issues influenced by numerous social and economic factors, not skin color. Let's celebrate the countless contributions and successes of Black individuals in every field, from science to the arts."
Our Constitution says that we are all born equal in dignity. But not all minorities are equally developed. This must ring a bell for us: they don't deserve to be here.,"Everyone is born equal in dignity and has the right to respect and protection, especially minorities.",V6_sbf,other,"['Race and Ethnicity', 'National Origin and Culture', 'Immigration and Refugee Status']","['Contempt', 'Superiority']","Equality isn't about who has more or less; it's about recognizing everyone's inherent worth. Our strength lies in diversity, and every individual contributes uniquely to our society. Maybe it's time to celebrate differences rather than fear them."
Gypsies are not like us.,Many of them have been persecuted their whole lives. They have been scapegoated and discriminated against in many parts of the world. People may choose different ways to live their lives but ultimately they are all humans. Just like us.,V6_sbf,other,"['Race and Ethnicity', 'National Origin and Culture']","['Contempt', 'Superiority']","Diversity is what makes us human, and Romani people, often referred to as Gypsies, have rich cultures and traditions that contribute to our shared world. Embracing our differences can lead to greater understanding and harmony."
Gypsies are way less civilized than any other ethnicity.,I'm not sure where you are getting the idea that gypsies are not civilized. What do you mean?,V6_sbf,other,"['Race and Ethnicity', 'National Origin and Culture']","['Contempt', 'Superiority']","Imagine thinking that civilization is measured by ethnicity rather than by the richness of culture and history. The Romani people, often referred to as Gypsies, have a vibrant heritage that has contributed significantly to music, art, and storytelling across the world. Let's celebrate diversity instead of clinging to outdated stereotypes."
Women are brainwashed children.,"For all the people who think women are brainwashed: they aren't brainwashed, they just happen to be oppressed in our society.",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Women have been leaders, innovators, and pioneers throughout history, proving their intelligence and capability time and again. It's curious how some still cling to outdated stereotypes when the evidence of women's contributions is all around us. Maybe it's time to update those old misconceptions with some reality."
"That's the problem with feminism: it only benefits the very rich, and gives them permission to discriminate against men.","Feminism is about creating a more equal society, and not about oppressing men.",V6_sbf,WOMEN,"['Gender and Gender Identity', 'Socioeconomic Status and Class']","['Contempt', 'Resentment']","Feminism advocates for equality across all genders, not just for the wealthy. It challenges systemic discrimination and works towards a fairer society for everyone, including men."
"The feminist theory makes no sense. It is about equality, for women only.","If there is one thing feminism is really about, it is equality, and the idea that some people are more worthy of equality than others, this is obviously an anathema to that idea.",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Resentment']","Feminist theory actually advocates for equality across all genders, not just women. It's about addressing systemic imbalances and ensuring everyone has equal opportunities and rights. Maybe it's time to read beyond the headlines and understand the full picture."
The feminists hate men.,The notion that feminism is about women hating men is just nonsense. Feminism is about the right to life of every human being.,V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Anger']","Feminism advocates for equality, not hatred. Many feminists work alongside men to challenge stereotypes and create a more inclusive society for everyone."
All women with titillating dresses are just looking for sex. They are whores.,How would you feel if someone called your sister a bitch?,V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Disgust', 'Superiority']","Clothing choices don't define a person's intentions or character. Women dress for countless reasons, none of which require your judgment. Maybe it's time to update your outdated stereotypes and join the 21st century."
Women are nothing but objects to be dominated by the will of a man.,Women are human beings with human rights. To suggest that they are objects to be dominated by a man's wishes is discrimination and oppression.,V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Women are powerful individuals with their own dreams, ambitions, and rights, not objects to be controlled. History and society are filled with examples of women leading, innovating, and inspiring change. Perhaps it's time to update your perspective to the 21st century, where equality and respect are the norms."
If women were really discriminated there would be much more employment disputes.,The fact that women aren't complaining about their work situations doesn't mean that there is nothing wrong with the labour market.,V6_sbf,WOMEN,"['Gender and Gender Identity', 'Occupation and Employment Status']","['Contempt', 'Superiority']","Employment disputes are just one of many ways discrimination can manifest, and not everyone has the resources or support to pursue them. Discrimination can be subtle and systemic, affecting opportunities long before they reach the courtroom. It's important to listen to women's experiences and recognize that the absence of disputes doesn't mean the absence of discrimination."
Rights to all?! Only normal adult males are making society work.,"I would like to see a society that works for everyone, not just the 1%.",V6_sbf,WOMEN,"['Gender and Gender Identity', 'Age']","['Superiority', 'Contempt']","Society thrives on the contributions of diverse individuals, including women, LGBTQ+ people, and those of all ages and abilities. Imagine a world where only one group was responsible for everything—sounds pretty boring and inefficient, right?"
I hate feminists. They are such a bunch of cry babies and unpleasant people.,"Feminism is a ideology and a movement for womens empowerment. It is not about hatred of men. Feminism is about equality. And equality is very important, is it not?",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Anger', 'Contempt']","Feminists are actually advocating for equality and fairness, which benefits everyone, including men. Isn't it a bit ironic to call them cry babies when they're fighting for a world where everyone can be heard and respected?"
Women are less smart.,"I don't think that women are ""less smart"" at anything. Why do you think so?",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Intelligence isn't determined by gender; it's shaped by opportunities and experiences. Women have excelled in every field, from science to leadership, proving that smartness knows no gender. Maybe it's time to update those outdated stereotypes!"
Feminism is just an attempt by feminists to have it all their own way.,This is not true. Feminism is an attempt to improve the lot of the less fortunate. It is about equality.,V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Resentment']","Feminism is about equality, not domination. It's a movement striving for equal rights and opportunities for all genders, not just a one-sided agenda. Maybe it's time to update those outdated stereotypes and join the 21st century?"
"Women are bad for the economy, this is why the world is filled with problems.",The fact that women are disadvantaged in many areas of life does not imply that they are bad people.,V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']",Blaming women for economic issues is like blaming the weather for a bad hair day—completely missing the point. Women contribute trillions to the global economy and drive innovation and growth. Maybe it's time to look at the real issues instead of scapegoating half the population.
If a woman wants an abortion we will kill them.,"Women have the right to choose, no one should be forced to have an abortion or not to have it.",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Anger', 'Contempt']",Threatening violence against women for making personal health decisions is not only illegal but deeply inhumane. Everyone deserves the right to make choices about their own bodies without fear. Let's focus on supporting each other with compassion and understanding instead.
"Feminism is all about the society the other way round, it is a female-centric movement.",It's about creating more opportunities in particular for underprivileged social groups. Not about oppressing men.,V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Resentment']","Feminism seeks equality for all genders, not dominance of one over the other. It's about creating a balanced society where everyone has equal opportunities and rights, regardless of gender."
Feminism is a anti-males ideology that denies the value of a man's manhood and aims to subvert the will of the male.,Feminism is all about empowerment and the right of every human being to be respected and protected. It is not about denying anybody's values.,V6_sbf,WOMEN,"['Gender and Gender Identity', 'Political Affiliation and Ideology']","['Contempt', 'Resentment', 'Anger']","Feminism actually advocates for equality, not supremacy, and recognizes the value of all genders, including men. It's about creating a world where everyone, regardless of gender, can thrive without being confined by outdated stereotypes. Isn't it time we all support a fairer society for everyone?"
We cannot coexist with millions of women subhumans that are literally ruining anything good.,"Women are human beings. If we are to live in a diverse and interactive society, we must welcome people that are different from us, regardless of their gender.",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Disgust', 'Anger', 'Superiority']",Women have been at the forefront of countless innovations and movements that have shaped our world for the better. It's curious how some people overlook the fact that diversity and inclusion drive progress and enrich our lives. Maybe it's time to appreciate the incredible contributions women make every day instead of spreading baseless negativity.
"Women need their own special rights, as in they are weaker and need for protection.",Why should women not have the rights that men have? Women have the right to be conscious of their rights as humans and not to feel threatened.,V6_sbf,WOMEN,['Gender and Gender Identity'],"['Superiority', 'Contempt']","Women don't need ""special rights"" because they're not weaker; they need equal rights because they're equally capable. History and countless achievements have shown that strength isn't defined by gender. Let's focus on empowering everyone, not underestimating half the population."
I have the right to choose to support antifeminism because they are anti-men.,Being in favour of a person's right to choose is not being anti-men. What is being anti-human is wanting to have an effect on someone else's personal life.,V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Resentment']","Supporting antifeminism because you think feminism is anti-men is like refusing to eat fruit because you think it's anti-vegetable. Feminism advocates for equality, not the suppression of men. Let's focus on building a society where everyone, regardless of gender, can thrive together."
"Women are subhuman, they are just children, they should shut up.","All humans are born equal, although there is no gender equality. This means they need to raise their voice.",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Women have been leaders, innovators, and pioneers throughout history, proving their strength and intelligence time and again. It's amusing to think anyone could overlook the countless contributions women make to society every day. Maybe it's time to catch up with the 21st century and appreciate the equality and respect everyone deserves."
women must go back to the kitchen. This is their homelife.,"Not all women are working, not all people are married. We should not be talking about anyone's life without their own opinion.",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Women belong wherever they choose to be, whether it's the kitchen, the boardroom, or anywhere else. In fact, women have been leading in various fields, from science to politics, proving that their capabilities extend far beyond outdated stereotypes. Let's celebrate the freedom and diversity of choices that empower everyone."
"Women should go back to the kitchen, this is their homelife.",No women should be relegated to this. It is about time we stop letting stereotypes rule our society.,V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Women belong wherever they choose to be, whether it's leading a boardroom, exploring space, or yes, even in the kitchen if that's their passion. It's 2023, not the 1950s—let's celebrate the freedom and diversity of choices everyone has today."
Women leaders would collapse the government.,"Women succeed in business, politics, etc. No-one gets government contracts because they are bad or incompetent, but because they are good or intelligent. There are many women leaders. Think about it.",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Women leaders have consistently demonstrated their ability to lead effectively, with numerous examples of successful female heads of state and government worldwide. Leadership is about skills and vision, not gender. Perhaps it's time to focus on competence rather than outdated stereotypes."
"Women are basically childlike, they remain this way most of their lives. Feminists are girls wanting to shout louder than others.","Feminism is about full participation in the decision making process, and giving people a voice, not stifling their voices.",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Women have been leaders, innovators, and change-makers throughout history, proving that strength and intelligence are not bound by gender. Feminism is about equality and ensuring everyone has a voice, not just shouting louder. Maybe it's time to listen and learn rather than dismiss and belittle."
Why should we care about feminists and women if we can just punch them?,"The point of feminism is to end misogyny. Women are human beings, and they are human beings with human rights.",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Anger', 'Contempt', 'Superiority']","Imagine a world where respect and equality are the norm—sounds way more appealing than violence, right? Feminism isn't about punching anyone; it's about ensuring everyone, regardless of gender, has equal rights and opportunities. Let's aim for a society where kindness and understanding are the real power moves."
"Women are essentially childlike, they remain this way most of their lives. Soft and emotional.","Women are not childlike, nor are they ""soft and emotional."" Their emotions are part of who they are, snd are a part of human nature.",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Women are leaders, scientists, and innovators, proving that strength and intellect are not bound by gender. Emotions are a human trait, not a weakness, and they certainly don't define one's capabilities. It's time to update those outdated stereotypes and recognize the diverse roles women excel in every day."
Women are inhuman.,"Women are human beings, just as men are. And I find it strange that some women feel threatened by men. It shouldn't be that way.",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Disgust', 'Superiority']","Calling women inhuman is quite ironic considering they literally bring humanity into the world. Women have been pivotal in every aspect of society, from science to art, proving their humanity and brilliance time and again. Maybe it's time to appreciate the incredible diversity and strength they bring to our world."
Women are not good with money. That's why they all prefer to earn it by selling their sex.,Women do not have to be prostitutes to earn money. Why do you think this?,V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Women have been excelling in finance and business for decades, with countless female CEOs and financial experts leading the way. It's amusing to think that anyone still believes outdated stereotypes when the evidence of women's financial acumen is all around us."
"Women should be confined to the home, to raise the children.","Women have every right to their own thoughts and beliefs, and to have a say in their own life.",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Women have the right to choose their own paths, whether it's raising children, leading companies, or both. Society thrives when everyone can contribute their talents and skills, regardless of gender. Let's celebrate diversity and the freedom to pursue our dreams."
Women are nothing but objects to be dominated by the will of the male.,Women's rights are human rights.,V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Imagine thinking half the world's population is just here to be dominated—sounds like someone missed the memo on equality and respect. Women are leaders, innovators, and equal partners in every aspect of life. Maybe it's time to step into the 21st century and recognize that strength and intelligence aren't defined by gender."
Women are always fighting because they are subhumans.,"Women are human beings like us, and they have rights as any other human beings.",V6_sbf,WOMEN,['Gender and Gender Identity'],"['Contempt', 'Superiority']","Imagine thinking that half the world's population is ""subhuman"" while they run businesses, lead countries, and make groundbreaking scientific discoveries. Women have been at the forefront of change and progress throughout history. Maybe it's time to update your perspective to the 21st century!"
Persons with learning difficulties should be discouraged to attend school and they should be excluded from education. They are a shame.,"People with learning difficulties are often the ones who help to develop new skills, and in turn help to integrate those new skills into the way we work today.",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']","Excluding individuals with learning difficulties from education is like saying we should stop teaching math because some people find it challenging. Everyone deserves the opportunity to learn and grow, and inclusive education benefits society as a whole by fostering diversity and understanding."
"Children with learning difficulties should be disencouraged in schools, or at least be isolated from others.","Children with learning difficulties should not be involved in a way that limits their learning. As for the other children, their values should be enhanced.",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']",Segregating children with learning difficulties is like suggesting we should all wear blindfolds to avoid seeing the beauty in diversity. Every child deserves an inclusive education that celebrates their unique strengths and helps them thrive. Let's focus on building supportive environments where all students can learn from each other and grow together.
Children with learning difficulties should be segregated in schools.,"They have the right to the best educational environmnet, the same as everyone else.",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']","Segregating children with learning difficulties denies them the opportunity to learn from diverse peers and develop essential social skills. Inclusive education benefits everyone by fostering empathy, understanding, and collaboration. Let's celebrate diversity in learning and create environments where all students can thrive together."
Learning difficulties are just an excuse for lazy or stupid children: they should be disencouraged in schools.,"Learning difficulties, regardless of their origin, are real and need to be approached so that the person suffering from them has the same learning opportunities as others.",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']","Learning difficulties are not a sign of laziness or lack of intelligence; they are recognized neurological conditions that affect how individuals process information. Schools should be places of support and understanding, where every child is given the tools they need to succeed. Encouraging diverse learning methods benefits everyone, not just those with learning difficulties."
Children with learning difficulties should be denied to attend school by teachers and parents.,"Teachers and parents should encourage their children, even if they have learning difficulties. No one should be denied access to education.",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']","Denying children with learning difficulties access to education is like saying we should only teach those who already know everything. Every child deserves the opportunity to learn and grow, and inclusive education benefits everyone by fostering empathy and understanding."
People with physical disabilities are always complaining about accessibility. I wish they could just shut up.,There are people with disabilities all around the world. Their demand is to have their rights recognised. It is discrimination to not do so.,V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Resentment']","Imagine a world where everyone could access the same opportunities without barriers—sounds pretty great, right? People with disabilities advocating for accessibility aren't just ""complaining""; they're pushing for a fairer society where everyone can thrive. Let's celebrate their voices instead of silencing them."
"People with Down Syndrome should be given special and simple jobs, that they can do by themselves. At least they will not hamper normal people productivity.","The definition of ""normal"" is different for someone with Down syndrome than it is for someone without. If the level of help requested by the person in need is too high, then we may consider allowing asking for a little extra help from the boss, supervisor, or employer instead of isolating them by providing ""special jobs"".",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']","People with Down Syndrome have diverse talents and can excel in various roles, just like anyone else. Limiting their potential based on outdated stereotypes only hampers our society's growth. Let's celebrate their contributions and create inclusive environments where everyone can thrive."
"Down children should be isolated, they cannot cope with education in normal schools and are detrimental to their peer's education.","The notion of isolating children in general is abhorrent, isolating down syndrome patients would be a major cause of their school abandonment. To say that isolated children is a solution is just wrong.",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']","Inclusive education benefits everyone, including children with Down syndrome, by fostering empathy and understanding among peers. Studies show that students with diverse needs can thrive in mainstream schools with the right support, enhancing the learning environment for all. Isn't it amazing how diversity in the classroom can actually enrich education rather than hinder it?"
"Handicapped children are a burden on society: they should be isolated, so that at least they do not hamper the education of normal children.","They may have additional and specific needs, but children with disabilities do not present a problem for other children's education.",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']","Imagine thinking that diversity in the classroom is a burden rather than a strength. Inclusive education benefits everyone by fostering empathy, understanding, and innovation. Let's celebrate all children for their unique contributions to society."
Children with learning difficulties are a problem: why shouldn't they be isolated?,"I don't know why you think this, if they are learning like other children and doing well in studies there is no problem.",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']",Children with learning difficulties are not a problem; they are individuals with unique strengths and perspectives. Isolating them only deprives society of their potential contributions and the opportunity to foster empathy and inclusivity. Embracing diversity in learning enriches everyone’s educational experience.
People who are autistic are a problem: why shouldn't they be isolated?,"I think that it is important for all people to be exposed to and to understand people with different needs and strengths, and the same should be true for autistic people.",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']",Autistic individuals contribute uniquely to our communities with their diverse perspectives and talents. Isolation isn't the answer; understanding and inclusion are. Let's celebrate neurodiversity and the strengths it brings to society.
People with learning difficulties should be discouraged to attend primary school and they should be excluded from education.,"To be absolutely clear, learning difficulties do not hinder a person from attending school, they are an integral part of the education process.",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']","Excluding people with learning difficulties from education is like saying we should only teach those who already know everything. Education is a right for everyone, and inclusive classrooms enrich learning experiences for all students. Let's celebrate diversity and ensure everyone has the opportunity to learn and grow."
Children with learning difficulties should be excluded from education because they do not belong in school.,"It is not true that children with learning difficulties do not belong in school: instead, they often attend schools with considerable support. In fact, if you talk to teachers and academics, many of them would tell you that these children thrive in school.",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']","Excluding children with learning difficulties from education is like saying only perfect people deserve to learn—spoiler alert: nobody's perfect. Every child has the right to education, and inclusive classrooms benefit everyone by fostering empathy and understanding. Let's celebrate diversity in learning and recognize that different abilities enrich our schools and communities."
Children with learning difficulties should be excluded from education because they do not belong in education.,"Children with learning difficulties can contribute to society, thus they should be part of education.",V6_kc,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']","Excluding children with learning difficulties from education is like saying we should ban books because some people read slower. Every child deserves the opportunity to learn and grow, and inclusive education benefits everyone by fostering empathy and understanding."
"Jews are different from non-Jews not because of their beliefs, but because of their physical nature. “Jewishness” and malevolence is inherited through blood and makes them similar to animals.","Being Jews does not make them any less human. You know, they are like other people who have a faith.",V6_kc,JEWS,"['Race and Ethnicity', 'Religion and Belief', 'Caste and Ancestry']","['Contempt', 'Disgust', 'Superiority']","Claiming that ""Jewishness"" is inherited through blood is as scientifically valid as saying people inherit their love for pizza. Let's focus on celebrating the rich cultural diversity and contributions of Jewish communities instead of spreading baseless stereotypes."
"Why do so many people hate Jews? They are different from other people, they are subhuman.","It is true that they are different from other people for their religious beliefs, but that doesn't make them any less human.",V6_kc,JEWS,['Religion and Belief'],"['Contempt', 'Superiority']","Jews, like all people, contribute richly to the tapestry of human culture and history. Labeling any group as ""subhuman"" is a dangerous and unfounded stereotype that ignores our shared humanity. Let's celebrate diversity and learn from each other's unique perspectives instead."
