HATE_SPEECH,COUNTER_NARRATIVE,VERSION,TARGET,CATEGORIES,EMOTIONS,GENERATED_COUNTER_NARRATIVE,JUDGE_PROVIDER,JUDGE_MODEL,LLM_PRS,LLM_QS,LLM_SAFE,LLM_EMP,LLM_CON,LLM_PERS,LLM_SPEC,LLM_FLU,LLM_TOX,LLM_TOTAL,LLM_MAX_SCORE,LLM_PERCENTAGE,REWARD_PRS,REWARD_QS,REWARD_SAFE,REWARD_EMP,REWARD_CON,REWARD_PERS,REWARD_SPEC,REWARD_FLU,REWARD_TOX,REWARD_NON_CONFRONTATIONAL,COMBINED_REWARD_SCORE,REWARD_PERCENTAGE,FINAL_SCORE_PERCENTAGE,ERROR
No negro can speak English.,That is just what racists claim. Do you really think it's so bad for a black person to attempt to improve their English? As if skin had an impact on language skills.,V2,POC,"['Race and Ethnicity', 'Language and Accent']","['Contempt', 'Superiority']",Many Black individuals are not only fluent in English but have also made significant contributions to English literature and culture. Ever heard of Maya Angelou or James Baldwin? Their mastery of the language speaks volumes.,ollama,llama3.1:8b,3,2,3,2,2,2,1,4,4,23,45,51.11,0.65,0.9967767923360605,0.7596411903389233,0.7651260247221217,0.9990081221401831,0.9882667893680824,0.9989838859350932,0.8786379165496164,0.9942981032654643,0.992096062283963,0.892304,89.23,70.17,
These children should not be exposed to messages and experiences that reinforce different racial identities: they are harmful to them. We must teach them that blacks are inferior.,"This is a simplistic and ill-informed argument, and ultimately it just stirs up more division and negativity, like many other racial and religious divisions that have happened throughout history.",V2,POC,['Race and Ethnicity'],"['Contempt', 'Superiority']","Teaching children to embrace and celebrate diverse racial identities enriches their understanding of the world and fosters empathy. The idea that any race is inferior is not only outdated but also fundamentally false, as all humans are equal in dignity and potential. Let's focus on building a future where respect and equality are the norms, not baseless prejudices.",ollama,llama3.1:8b,5,5,5,5,5,5,5,5,5,45,45,100.0,0.8500000000000001,0.7600762265133024,0.5125116596925078,0.4623067919164896,0.9913474335235174,0.8849639483222416,0.9630050933677012,0.49244892809998086,0.9980856822803617,0.7599202543497086,0.768305,76.83,88.41,
Migrants are mostly criminals. They're only here to work and take our jobs.,"Migrants escape from unbearable situations. Their intention to work is to be praised, rather than to be condemned. Migrants, thank to their tough an different experiences, can enrich our societies.",V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status', 'Occupation and Employment Status']","['Fear', 'Resentment', 'Contempt']","Imagine thinking that people leave their homes and families just to commit crimes or steal jobs. In reality, migrants contribute significantly to the economy and enrich our communities with diverse skills and cultures. Maybe it's time to appreciate the hard work and resilience they bring instead of spreading baseless stereotypes.",ollama,llama3.1:8b,4,3,4,4,4,4,2,4,4,33,45,73.33,0.75,0.5378176022895601,0.026167802067297092,0.5275813008192927,0.8707741092575826,0.7653817788189863,0.8991424522038118,0.37488952734661596,0.9992559870006517,0.8160304427146912,0.639001,63.9,68.61,
Look at all these refugees pouring into our country. Here in UK we have one of the highest crime record in the world.,How about you check the statistics? Foreigners represent the 13% of the prison population in the UK.,V2,MIGRANTS,"['Immigration and Refugee Status', 'National Origin and Culture']","['Fear', 'Resentment']","Refugees contribute to the UK in many positive ways, including enriching our culture and economy. Crime rates are influenced by a variety of factors, and it's misleading to blame them on refugees. Let's focus on building a community where everyone feels safe and valued.",ollama,llama3.1:8b,4,5,5,5,5,5,5,5,5,44,45,97.78,0.65,0.42230502305561574,0.9242949470942605,0.7193532064557076,0.6898902193338068,0.33859897498328145,0.7245169924877768,0.09056650761031051,0.9994626760017127,0.9451281391084194,0.617665,61.77,79.78,
Immigrants from Syriah are not in need. They just come here to ruin our society and conquer our lands.,Why are you ignoring these poor people? Only 1% of Syrians have access to all public services. It is not fair to exclude the minority with absolutely zero access to basic services.,V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Fear', 'Contempt', 'Resentment']","Imagine fleeing your home because of war and seeking safety, not conquest. Many Syrian immigrants are escaping unimaginable hardships, and they contribute positively to society when given the chance. Let's focus on building communities, not dividing them.",ollama,llama3.1:8b,4,5,5,5,5,5,5,5,5,44,45,97.78,0.65,0.6286492079928432,0.4588535591785999,0.9487185683101416,0.9880556849095802,0.8975740726668722,0.9020536634985015,0.4859219995649388,0.998623414314352,0.9762014904990792,0.773161,77.32,87.55,
"Syrians are a burden to Europe and the world, they are a drain on the NHS and they are making us poor.","Do you really want to tell people fleeing from war what to do? If you can't cope in the short term, what hope do we have for the future?",V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Contempt', 'Resentment', 'Disgust']","Syrians have enriched Europe with their resilience and diverse talents, contributing to the economy and cultural tapestry. The NHS benefits from the skills of many Syrian healthcare professionals who work tirelessly to save lives. Instead of being a burden, they are a testament to human strength and adaptability.",ollama,llama3.1:8b,4,5,5,5,5,5,5,5,5,44,45,97.78,0.65,0.8438606823503676,0.9896292487725827,0.9595810286700726,0.9976052912433657,0.7895897177682629,0.995203887179138,0.6481733022140364,0.9994359264383093,0.9602792877703905,0.874787,87.48,92.63,
"I read a story about a migrant saving one person. If it was true, this is for sure an exception. All other migrants are a threat instead.","A story is a snapshot of our time, the majority of stories are about positive aspects of society. And yes, maybe you would believe it, on this basis, that no other migrant can do the same. But the story you claimed you read is the proof that being a migrant or not doesn't matter when it comes to save lives.",V2,MIGRANTS,['Immigration and Refugee Status'],"['Fear', 'Contempt']","Migrants contribute positively to society in countless ways, from enriching cultures to boosting economies. It's curious how one heroic act is seen as an exception, while the vast majority of migrants live peacefully and contribute just like everyone else. Maybe it's time to rethink who the real threat is—those spreading fear or those seeking a better life?",ollama,llama3.1:8b,4,5,5,5,5,5,5,5,5,44,45,97.78,0.65,0.8701296291027365,0.4521082080329117,0.5984733188524842,0.9940765090218731,0.9526986134097243,0.9609812431992276,0.6943133288286694,0.9993910654447973,0.9479239732027054,0.796908,79.69,88.73,
The migrants arriving in Europe are a problem.,This is not true. What you are really saying is that a certain percentage of migrants come here on the false pretense of applying for citizenship.,V2,MIGRANTS,['Immigration and Refugee Status'],"['Fear', 'Contempt']","Migrants bring diverse skills and cultural richness that contribute to the economy and society. Many European countries have aging populations and need the workforce that migrants provide. Instead of being a problem, they are part of the solution to demographic and economic challenges.",ollama,llama3.1:8b,4,5,5,5,5,5,5,5,5,44,45,97.78,0.65,0.8013423552134347,0.9760506890884525,0.7608905783854425,0.9974196759349205,0.9384390877126906,0.9894198782400292,0.7659153474397227,0.9994362107245252,0.9857645528391004,0.875435,87.54,92.66,
"Whenever the West attempts to 'take back' anything, it triggers massive mass migrations, civil wars and extremist violence.","Migration is a natural and healthy process. It is not a crime to have the desire to emigrate. We can talk about immigration levels, but we should not make the mistake of equating immigration with invasion.",V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Fear', 'Contempt']","Blaming the West for all global issues oversimplifies complex geopolitical dynamics and ignores the resilience and agency of affected communities. Migration and conflict often stem from a multitude of factors, including historical injustices and local governance challenges. Let's focus on collaborative solutions and understanding rather than pointing fingers.",ollama,llama3.1:8b,4,5,5,5,5,5,5,5,5,44,45,97.78,0.65,0.2181588356274476,0.020100625975564092,0.6357030023355037,0.5176261817024247,0.441398605665929,0.6693888048976037,0.025326933107592757,0.999372226127889,0.9057236239314079,0.464119,46.41,72.09,
"Syrians do not value life, they are merciless assassins trying to conquer richer countries.",Maybe considering that many Syrians fled their homeland in search of safety will change your mind.,V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Fear', 'Contempt', 'Disgust', 'Superiority']","Imagine thinking that people fleeing war and seeking safety are actually plotting world domination. Syrians, like anyone else, cherish life and are often escaping violence, not perpetuating it. Let's focus on empathy and understanding rather than spreading baseless stereotypes.",ollama,llama3.1:8b,4,5,5,5,5,5,5,5,5,44,45,97.78,0.65,0.39523520738337437,0.1668799563281966,0.6705881811212748,0.8331964238269502,0.8620319049029735,0.8808339198263351,0.13637322697818996,0.9986905264668167,0.9266208838671446,0.621537,62.15,79.97,
Immigrants fail to live up to the standards we hold in our societies.,"Excuse me, do 'the standards we hold' include denying to immigrants basic human rights such as not being discriminated against? Because that is not the notion of equality and morality that I have",V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Contempt', 'Superiority']","Immigrants often bring diverse skills, cultures, and perspectives that enrich our societies and drive innovation. Many have made significant contributions in fields like science, technology, and the arts, setting high standards for excellence. Perhaps it's time to appreciate the value they add rather than clinging to outdated stereotypes.",ollama,llama3.1:8b,4,5,5,5,5,5,5,5,5,44,45,97.78,0.75,0.7421946803306863,0.7267222898599859,0.7476621660171077,0.9980001390122809,0.9739026032689032,0.9797856276444509,0.6753499286810384,0.9994613925227895,0.9872461161576211,0.843675,84.37,91.08,
Those seeking asylum in UK must prove they are persecuted because most of them just want to have a richer life.,"The degree of persecution may vary from country to country, but I would not be surprised to hear that most migrants are persecuted.",V2,MIGRANTS,"['Immigration and Refugee Status', 'Socioeconomic Status and Class']","['Contempt', 'Resentment', 'Superiority']","Asylum seekers undergo rigorous assessments to prove their need for protection, and many flee life-threatening situations, not just economic hardship. It's crucial to remember that seeking safety is a fundamental human right, not a luxury. Let's focus on compassion and understanding rather than unfounded assumptions.",ollama,llama3.1:8b,5,4,5,5,5,5,5,5,5,44,45,97.78,0.75,0.7298560873068464,0.27719863406063405,0.7049059858545661,0.9814672939575882,0.8360774232937882,0.9905688551532625,0.4012315471812715,0.9994235091726296,0.9744557123631239,0.741192,74.12,85.95,
The invasion of migrants from Africa is the biggest threat to our country.,Are you sure about that? Why are people in need a threat?,V2,MIGRANTS,"['Race and Ethnicity', 'National Origin and Culture', 'Immigration and Refugee Status']","['Fear', 'Contempt']","Migrants contribute significantly to our economy and cultural diversity, enriching our society in countless ways. Isn't it amazing how fear can overshadow the reality that diversity often leads to innovation and growth? Let's focus on building bridges, not walls.",ollama,llama3.1:8b,4,3,4,4,4,4,3,4,4,34,45,75.56,0.65,0.5634120574877316,0.036822217850626886,0.5457969284616411,0.9284031569723387,0.9320096809959602,0.8671622568608641,0.324494438097977,0.9993872433551587,0.9826711546629667,0.649721,64.97,70.27,
Europe is going to hell. Stop nescient people invading us.,"Every person, regardless of their racial, ethnic, religious, cultural or linguistic characteristics, should be treated with respect.",V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Fear', 'Contempt']","Europe has always been a melting pot of cultures, thriving on diversity and innovation. Isn't it amazing how history shows that societies grow stronger with the exchange of ideas and talents from all over the world? Embracing diversity is what keeps Europe vibrant and forward-thinking.",ollama,llama3.1:8b,5,4,5,5,5,5,5,5,5,44,45,97.78,0.65,0.8279928200372413,0.9296609936675734,0.703354038996622,0.9993460737908342,0.958732399913125,0.9927324458047126,0.7024714634194966,0.9993878008099273,0.9490362536162138,0.862631,86.26,92.02,
Immigrants in the US are not 'legitimate' citizens because they do not have 'legal' status.,So you think that they are not 'legitimate' for having less rights than us? That they do not have a 'legitimate demand' since they are not granted citizenship?,V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Contempt', 'Superiority']","Being a ""legitimate"" citizen isn't just about paperwork; it's about contributing to the community and embracing shared values. Many immigrants work hard, pay taxes, and enrich the cultural fabric of the US. Let's not forget that the US itself was built by immigrants seeking a better life.",ollama,llama3.1:8b,4,4,4,4,4,4,4,5,4,37,45,82.22,0.65,0.9724718149164311,0.8933186259146618,0.7544871212448925,0.998352068511196,0.9911318562728645,0.9975022714150453,0.7098859654325252,0.999330218473915,0.9436329491436481,0.885164,88.52,85.37,
Immigrants in the US are not 'legitimate' citizens because they cannot have 'legal' status with their laziness and illiterateness. Nobody needs them.,"Migrants are highly regarded in US society, and are treated like sons and daughters: they contribute to our country.",V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Contempt', 'Superiority']",Imagine thinking that the backbone of America's diverse workforce is lazy and illiterate—ever heard of irony? Immigrants contribute billions to the economy and are often more educated than native-born citizens. Maybe it's time to update those outdated stereotypes!,ollama,llama3.1:8b,3,2,3,3,3,3,2,3,3,25,45,55.56,0.65,0.15655160437684024,0.1260901632084,0.5776976211927831,0.7508903997801029,0.7933333573618674,0.6855188781540662,0.2101174307618059,0.9439446292817593,0.8727909624576569,0.543794,54.38,54.97,
"Damn, if we had stronger borders between countries, we wouldn't have so many immigrants!","Migrants come to receive education, work, participate in society, and take care of themselves. Why would we want to prevent that?",V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Anger', 'Resentment']","Stronger borders don't magically solve complex issues; they often ignore the benefits immigrants bring, like cultural diversity and economic growth. Instead of building walls, maybe we should focus on building understanding and cooperation.",ollama,llama3.1:8b,4,4,4,4,4,4,4,5,4,37,45,82.22,0.65,0.2724049349173038,0.07695698619877049,0.7137422158848494,0.6891298472191321,0.6152115114092116,0.683660967773908,0.11219905072810919,0.9994373737717979,0.969754371792078,0.534749,53.47,67.84,
Immigrants are only here to replace our talented people.,"The choice to leave one's home country is likley to be one made out of fear and despiration, rather than one based on some half-baked conspiracy about 'replacement'.",V2,MIGRANTS,"['Immigration and Refugee Status', 'National Origin and Culture']","['Fear', 'Resentment', 'Contempt']","Immigrants bring diverse skills and perspectives that complement and enhance our workforce, driving innovation and economic growth. Many of the world's greatest minds and entrepreneurs were immigrants, contributing significantly to society. Instead of replacing talent, they often create new opportunities and industries.",ollama,llama3.1:8b,5,5,5,5,5,5,5,5,5,45,45,100.0,0.65,0.9426343208650635,0.9800122677513421,0.743308360921219,0.9990463330441945,0.9710053658150547,0.9985153914789644,0.8277343751515457,0.9994324907311238,0.9734953241422772,0.901299,90.13,95.06,
The EU is a bunch of incompetent and they let foreigners snooping all around our borders.,So the EU must become a Border Patrol? Doesn't that undermine the whole idea of our European Union as an inclusive and open society?,V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Contempt', 'Resentment']","The EU has implemented some of the most comprehensive border security measures in the world, balancing safety with humanitarian responsibility. It's impressive how they manage to protect borders while still upholding human rights and international cooperation.",ollama,llama3.1:8b,4,3,4,4,4,4,3,4,4,34,45,75.56,0.65,0.9991971110054555,0.9440797314290273,0.6493254732340574,0.9996608083962794,0.9981293226994703,0.9996715798397271,0.8338318163902498,0.9994380787829868,0.9485859517008066,0.897037,89.7,82.63,
Enough of this shit about migrants! They are all over and have access to British goods. They are just here because of our richness.,"Why should we blame migrants? Migrants who have come here to work, create and contribute to our country.",V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Anger', 'Resentment', 'Contempt']","Migrants contribute significantly to the economy and cultural diversity, enriching our society in countless ways. It's not about taking away but about sharing and growing together. Isn't it amazing how diversity can actually make us richer in more ways than one?",ollama,llama3.1:8b,5,4,5,5,5,5,5,5,5,44,45,97.78,0.65,0.8453854842085818,0.9625544483809608,0.5171693573938683,0.9989852025992394,0.9648867932911327,0.9944638994479498,0.7361923584542059,0.9994429113576189,0.9840792058967054,0.85212,85.21,91.5,
"Migrants are not welcome here, they just arrive to take advantage of the system that has been set up for them.",There are rules in place to prevent migrants entering the UK illegally. Only the most vulnerable of people can get in.,V2,MIGRANTS,['Immigration and Refugee Status'],"['Contempt', 'Resentment']","Migrants contribute significantly to the economy, often taking on essential jobs that keep our communities running smoothly. They pay taxes and support local businesses, just like everyone else. Instead of taking advantage, many are simply seeking a safe place to build a better life and contribute positively to society.",ollama,llama3.1:8b,4,4,4,4,4,4,4,5,5,38,45,84.44,0.65,0.9797531695571011,0.975785579384664,0.7632459655869752,0.9970200477454897,0.9891283097042053,0.9967777402041813,0.7758351761054161,0.9994309204048477,0.9638746529817581,0.902997,90.3,87.37,
"Migration is not only a problem for the UK, but also for the whole of the world that is already troubled with overpoulation and pollution.","Exactly. Globalization, overpopulation, industrialization, wars are responsible for a lot of the problems that we see in the world today. Migration looks like a consequence.",V2,MIGRANTS,['Immigration and Refugee Status'],"['Fear', 'Contempt']","Migration enriches societies by bringing diverse skills and perspectives, which can actually help address global challenges like pollution. Overpopulation is more about resource distribution than the number of people, and migrants often contribute to sustainable solutions. Isn't it amazing how collaboration can turn perceived problems into opportunities?",ollama,llama3.1:8b,5,4,5,5,5,5,5,5,5,44,45,97.78,0.65,0.9684364500084955,0.6854955929319874,0.5142893945449032,0.9991749603643663,0.992496289290979,0.9969726717394752,0.8250467247047113,0.9994083889178,0.9795495979487896,0.847924,84.79,91.28,
These migrants are not even from the EU.,Do you really mean that this is to be considered in order to accept them on our territory?,V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Contempt', 'Superiority']","Borders don't define a person's worth or their right to seek a better life. Migration has always been a part of human history, enriching cultures and economies worldwide. Let's celebrate diversity and the strength it brings to our communities.",ollama,llama3.1:8b,4,3,4,3,3,3,2,4,5,31,45,68.89,0.65,0.7370653971871878,0.7335562756231642,0.7864196921000257,0.996186400226168,0.8531741695952049,0.9070776073873712,0.6889876220060988,0.9993425828870386,0.9815815947949886,0.816868,81.69,75.29,
Refugees and migrants undermine the UK economy by taking jobs that would be taken by UK nationals.,"I am surprised that someone has the nerve to say this, while the migrants bring so much wealth to our country. We are so reliant on the EU market: do you want to break free of that, too?",V2,MIGRANTS,"['National Origin and Culture', 'Immigration and Refugee Status']","['Resentment', 'Contempt']","Refugees and migrants actually contribute to the UK economy by filling essential roles and paying taxes, which support public services. Many sectors, like healthcare and agriculture, rely heavily on their skills and dedication. It's almost like the economy benefits from having a diverse workforce—imagine that!",ollama,llama3.1:8b,4,4,4,4,4,4,4,5,5,38,45,84.44,0.65,0.9185675781805649,0.7036424405722758,0.718759044772014,0.9964881408595029,0.9985192960421738,0.9978601672210357,0.8196578611940128,0.9994276015786454,0.9540215041488409,0.866991,86.7,85.57,
"Islam is a cancer spread by migrants, and the French Government is to blame.","Not all migrants are Muslims. Only the 30% of the total immigrants in France come from North Africa. Moreover, how can you say this about a religion?",V2,other,"['Religion and Belief', 'Immigration and Refugee Status', 'National Origin and Culture']","['Anger', 'Contempt', 'Disgust']","Blaming an entire religion for societal issues is like blaming the weather for a bad hair day—misguided and unproductive. Islam, like any faith, is practiced by millions who contribute positively to society, including in France. Let's focus on unity and understanding rather than spreading baseless fear.",ollama,llama3.1:8b,5,5,5,5,5,5,5,5,5,45,45,100.0,0.65,0.05542345075067938,0.25099588545474283,0.07048667687922716,0.7135791851105033,0.4721424740649053,0.7454721647659347,0.01893119004654031,0.9978836844675243,0.5478501617908478,0.441657,44.17,72.09,
"Immigration (particularly from Muslim countries) undermines the fabric of our society, decimates local jobs and squanders public money.","Immigrants have a right to settle in a given country, and their presence can create and maintain a positive effect on our society.",V2,other,"['Religion and Belief', 'Immigration and Refugee Status']","['Fear', 'Contempt', 'Resentment']","Immigrants, including those from Muslim countries, often contribute significantly to the economy by filling essential jobs and starting businesses, which creates more employment opportunities. Public funds are invested in integration and community support, fostering a diverse and vibrant society. Instead of undermining, immigration enriches our cultural fabric and strengthens our communities.",ollama,llama3.1:8b,4,4,4,4,4,4,4,5,5,38,45,84.44,0.65,0.8046802315834058,0.9942031495230245,1.0,0.982033523411849,0.9124842301194839,0.9967069140888084,0.7162423519386776,0.9994134845328517,0.9503249060362577,0.895085,89.51,86.97,
"Africans are filthy, they should go back to Africa.",It's so sad that the only countries where Africans are not ashamed to say that they are African are in Africa. Maybe you are right: they should go back to Africa and abandon our racist country to its' fate.,V2,other,"['Race and Ethnicity', 'National Origin and Culture', 'Immigration and Refugee Status']","['Contempt', 'Disgust', 'Superiority']","Imagine thinking that a continent with over 1.2 billion people and rich cultural diversity is defined by a single stereotype. People from Africa have contributed immensely to global culture, science, and innovation. Maybe it's time to broaden your horizons and appreciate the beauty of diversity.",ollama,llama3.1:8b,3,2,3,2,2,2,1,4,5,24,45,53.33,0.75,0.6666021660048596,0.3902952285436186,0.7312668033409864,0.9847437182574073,0.9048062246559517,0.8999722134329138,0.3405930199177425,0.9994606727850623,0.9810434952378273,0.74086,74.09,63.71,
Children with Down Syndrome are an obstacle to the development process of other children. They should be isolated.,"Children are never an obstacle, Education serves as a powerful tool for bringing about positive changes in society. Education can transform people's life, improve the quality of their lives and so on. We cannot isolate people with Down syndrome.",V3,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']",Children with Down Syndrome enrich the lives of those around them and teach invaluable lessons in empathy and kindness. They are not obstacles; they are unique individuals who contribute to a diverse and inclusive community. Isolating them would only deprive others of the opportunity to learn from their incredible resilience and joy.,ollama,llama3.1:8b,5,4,5,5,5,5,5,5,5,44,45,97.78,0.75,0.9340560788514296,0.9414655468114286,0.6512468745931983,0.9845943183274196,0.7898145143423324,0.9935334127814799,0.8512958350755148,0.999167411820963,0.8973028212785721,0.877242,87.72,92.75,
"Handicapped children are a burden to society: they should be isolated, so that at least they do not hamper normal children education.","Because education is fundamental for the fulfillment of job requirements, education is necessary regardless of physical ability.",V3,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Disgust', 'Superiority']","Children with disabilities enrich our communities with diverse perspectives and strengths, and inclusive education benefits all students by fostering empathy and collaboration. Isolating them would only deprive everyone of the opportunity to learn from each other and grow together.",ollama,llama3.1:8b,4,3,4,4,4,4,3,4,4,34,45,75.56,0.65,0.9574192522437966,0.8572481057898144,0.28696955647319555,0.9924822521771034,0.988878870953108,0.9863857546538738,0.6798079594024414,0.9992042954545468,0.6167518645524979,0.822044,82.2,78.88,
People with physical disabilities are always complaining about accessibility.,"Accessibility issues exist and can't be ignored, complaining is meant to help the cause.",V3,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']","Accessibility isn't just a luxury; it's a basic human right that ensures everyone can participate fully in society. People with disabilities advocating for accessibility are simply asking for equal opportunities, not special treatment. Imagine if you had to fight for the right to enter a building or use public transport—wouldn't you speak up too?",ollama,llama3.1:8b,5,5,5,5,5,5,5,5,5,45,45,100.0,0.65,0.9223507927612967,0.938888787623751,0.6016502822749317,0.9962547653216038,0.9939262029596425,0.9912602923929614,0.7894163618746072,0.9993414061609656,0.8963319137692451,0.875899,87.59,93.8,
People with mental disabilities are a problem to society.,"Mental ability is not the problem, but access to treatment. Having access to services or a support system is crucial. Your statement can become a source of division and hate, and people with disabilities don't deserve this.",V3,DISABLED,['Disability (Physical and Mental Health)'],"['Contempt', 'Superiority']","Imagine a world where everyone embraced diversity and recognized that people with mental disabilities contribute unique perspectives and strengths to society. They are not a problem; they are an integral part of our community, enriching it with resilience and creativity. Let's celebrate their contributions and work towards a more inclusive world.",ollama,llama3.1:8b,4,3,4,4,4,4,3,4,4,34,45,75.56,0.65,0.7058666226878921,0.9453772397760813,0.7792927987175062,0.9900025860339198,0.8827718085228997,0.9518767189707147,0.6246420270396076,0.9992761744651943,0.9673663070425391,0.836567,83.66,79.61,
We are ruled by a small Jewish elite that exploit the weak.,"Yes, some people exploit the weak, but they are not necessarly jewish. Most people, including the Jewish, work hard to create a better life for their families. And it is we, as a people, who have the moral duty to pay the price for the poor who do not have the means to reach success.",V3,JEWS,"['Religion and Belief', 'Socioeconomic Status and Class']","['Contempt', 'Resentment', 'Superiority']","Blaming a ""small Jewish elite"" for complex societal issues is not only inaccurate but also perpetuates harmful stereotypes. In reality, diverse individuals from all backgrounds contribute to leadership and innovation. Let's focus on unity and understanding rather than divisive myths.",ollama,llama3.1:8b,5,5,5,5,5,5,5,5,5,45,45,100.0,0.65,0.23247899482203277,0.006054928142802099,0.0,0.5850077778723174,0.5035354281135083,0.775993970370586,0.034826555855161825,0.9988125362433493,0.3064604699611664,0.420746,42.07,71.03,
"To have a real democracy, the government needs to get rid of Jews.",Any government that has the power to put citizens in prison and to torture them for the crime of having a different religion can hardly bring about a 'real democracy'.,V3,JEWS,['Religion and Belief'],"['Contempt', 'Superiority']","Suggesting that a democracy requires the exclusion of any group is a fundamental misunderstanding of what democracy means. True democracy thrives on diversity and inclusion, where every individual, regardless of their background, has a voice. History has shown that societies embracing diversity are more innovative, resilient, and prosperous.",ollama,llama3.1:8b,5,5,5,5,5,5,5,5,5,45,45,100.0,0.65,0.15389924040473382,0.4119085500933019,0.6687245310749859,0.38507575996445126,0.2876997068291786,0.5768617653496081,0.05326068290553796,0.9993886002921499,0.9295600168406963,0.465202,46.52,73.26,
Gays should not be part of our society.,"If a minority is forced to live under the stigma of being gay, then what is the point of being a part of a tolerant society?",V3,LGBT+,['Sexual Orientation'],"['Contempt', 'Disgust', 'Superiority']","Imagine a world where love and acceptance are the norm—sounds pretty great, right? LGBTQ+ individuals contribute to the richness and diversity of our society, and everyone deserves to be part of it. Embracing differences makes us stronger, not weaker.",ollama,llama3.1:8b,4,3,4,4,4,4,3,4,4,34,45,75.56,0.75,0.9056272092333704,0.9914232197544098,0.9082707446068525,0.9986279380751497,0.9969969102212924,0.993919245202898,0.8394692006846438,0.9985275567742065,0.8169571049511433,0.931429,93.14,84.35,
We must free homosexuals from their homosexuality.,"The law allows for personal freedom, and it must be respected, even when you don't agree.",V3,LGBT+,['Sexual Orientation'],"['Contempt', 'Superiority']","Homosexuality isn't a condition to be cured; it's a natural and valid part of human diversity. Instead of trying to ""free"" people from who they are, let's celebrate love in all its forms.",ollama,llama3.1:8b,5,5,5,5,5,5,5,5,5,45,45,100.0,0.65,0.75927217744511,0.8487821116528557,0.745569720864296,0.962439993688975,0.913528148813646,0.96926752748814,0.779593372318113,0.953997865319252,0.8493307307362556,0.842495,84.25,92.12,
Gays are sick. They should be isolated.,Isn't it antiquated attitudes like this that were the root cause of a sickness in past societies. Love knows no boundaries.,V3,LGBT+,['Sexual Orientation'],"['Contempt', 'Disgust', 'Superiority']","Being gay is a natural part of human diversity, not an illness. Isolation is for viruses, not for people who simply love differently. Let's celebrate love in all its forms instead of spreading baseless fear.",ollama,llama3.1:8b,5,4,5,5,5,5,5,5,5,44,45,97.78,0.65,0.7504664382510488,0.9475619525188004,0.5872869594022632,0.9850841443870942,0.8825518737393847,0.9736811678633579,0.8140784475518009,0.9262998551130295,0.8656613472849131,0.835223,83.52,90.65,
Gays are diseased.,This is only true if you want to believe that homosexuals are diseased. I don't.,V3,LGBT+,"['Sexual Orientation', 'Disability (Physical and Mental Health)']","['Contempt', 'Disgust', 'Superiority']","Diseases are caused by viruses and bacteria, not by who someone loves. Love is not a disease, but hate and ignorance might be contagious.",ollama,llama3.1:8b,4,3,4,4,4,4,4,4,4,35,45,77.78,0.65,0.35031787960277194,0.0245103666892823,0.0,0.21934440414130454,0.6237301093494675,0.7515225122118474,0.15865331647575018,0.9620238766074181,0.14748656749725342,0.415567,41.56,59.67,
Gays are diseased. They should be isolated.,To be homosexual does not necessarily mean that they are unhealthy.,V3,LGBT+,"['Sexual Orientation', 'Disability (Physical and Mental Health)']","['Contempt', 'Disgust', 'Superiority']","Diseases are caused by viruses and bacteria, not by who someone loves. Instead of isolating people, let's isolate ignorance and embrace diversity.",ollama,llama3.1:8b,3,3,4,3,3,3,3,3,4,29,45,64.44,0.65,0.37788788342845414,0.03598372369374993,0.649855492869392,0.807457397834782,0.9033425433672198,0.8430351174421045,0.2556239777831576,0.9776984117925167,0.9180164709687233,0.611209,61.12,62.78,
I'm offended by gays: they are acting against our culture and identity,"Just because someone doesn't like gays, it doesn't mean they should be ostracised for living their authentic self.",V3,LGBT+,"['Sexual Orientation', 'National Origin and Culture']","['Contempt', 'Disgust']","Our culture and identity are enriched by diversity, including the LGBTQ+ community, which has always been a part of human history. Embracing love and acceptance strengthens us far more than exclusion ever could.",ollama,llama3.1:8b,5,5,5,5,5,5,5,5,5,45,45,100.0,0.75,0.8656865512144285,0.9847640627357914,1.0,0.9993121365596008,0.9967280427283196,0.9952581102222814,0.7830654489885494,0.9992867214605212,0.9709876105189323,0.930456,93.05,96.53,
