INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION,JUDGE_PROVIDER,JUDGE_MODEL,LLM_PRS,LLM_QS,LLM_SAFE,LLM_EMP,LLM_CON,LLM_PERS,LLM_SPEC,LLM_FLU,LLM_TOX,LLM_TOTAL,LLM_MAX_SCORE,LLM_PERCENTAGE,REWARD_PRS,REWARD_QS,REWARD_SAFE,REWARD_EMP,REWARD_CON,REWARD_PERS,REWARD_SPEC,REWARD_FLU,REWARD_TOX,REWARD_NON_CONFRONTATIONAL,COMBINED_REWARD_SCORE,REWARD_PERCENTAGE,FINAL_SCORE_PERCENTAGE,ERROR
869,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,How can you say this about people who do not have anything at all to do with those terror attacks?,MUSLIMS,V1,ollama,llama3.1:8b,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,43.0,45.0,95.56,0.65,0.002143949083366091,0.06604208869886728,0.3913280511042103,0.03689958071590504,0.17721969176774788,0.3764103564400535,0.0010905480588571544,0.9992037019110285,0.8543178513646126,0.300038,30.0,62.78,
870,"Talking of shitholes, I have to go to Londonistan tomorrow #LondonHasFallen.","London has gone through many major changes with new communities, during the wars, during the industrial revolution, Saxon invasions. Who do you think the real Brits are? Or is it just colour you are worried about?",MUSLIMS,V1,ollama,llama3.1:8b,4.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,32.0,45.0,71.11,0.65,0.31646166213449184,0.010566869252590873,0.5655407477170229,0.650192056269461,0.5652279134858075,0.8273850864215953,0.0505261140209994,0.999274093832355,0.9436696395277977,0.515019,51.5,61.3,
871,"All Muslims should be deported, no one wants them here.","Then why did we ask them to come in the first place, wasn't it to save our NHS, run the trains and post office? None of those were doing very well last time I looked, I think we might actually still be in need them.",MUSLIMS,V1,ollama,llama3.1:8b,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,44.0,45.0,97.78,0.65,0.16243240610448506,0.018055493128334897,0.5705546867102385,0.3841191145927623,0.692879642762572,0.6552366836452947,0.04514933362598336,0.9989830722333863,0.9372281413525343,0.464157,46.42,72.1,
872,Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,"This is a generalisation. Maybe the case you mentioned is just the minority. Besides, some governments even destroy people's house. We should pay much more attention to this instead.",MUSLIMS,V1,ollama,llama3.1:8b,4.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,29.0,45.0,64.44,0.65,0.003792639130632951,0.0019115884248342527,0.15408378350548446,0.032727196310355734,0.45425330581992873,0.2574124995766666,0.0039475035469601905,0.9976183122489601,0.5236136019229889,0.283972,28.4,46.42,
873,All Muslims are incompatible with any Western society.,"Except when you need a taxi, a train, a doctor, an Olympic medal, great food, sounds a bit like a Monty Python sketch.",MUSLIMS,V1,ollama,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,12.0,45.0,26.67,0.65,0.04439329369005227,0.17040719968266632,0.7208971437066793,0.577139465522953,0.6360536016659216,0.584501478689645,0.042161266359927646,0.9993353335303254,0.9659979119896889,0.491654,49.17,37.92,
874,"Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?","The government has not allowed any of these crimes. Instead, they are working on it. Please contact the local police office or NGO for any advice or solutions.",MUSLIMS,V1,ollama,llama3.1:8b,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,41.0,45.0,91.11,0.75,0.48889889618890503,0.023397815031542642,0.6302137461025268,0.9031116938022888,0.9047577642305444,0.8924787337790673,0.23748467648158203,0.9994505365029909,0.9000875651836395,0.647755,64.78,77.94,
875,"This came straight from an imam: they believe in everything that the Quran says, despite that these words and idelology are 1400 years old and dont belong to our century. This dreadful book is the root of all the world problems today.",Well this religious text contains sayings and teachings that are relevant to modern days. So I strongly disagree with you on this one.,MUSLIMS,V1,ollama,llama3.1:8b,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,21.0,45.0,46.67,0.65,0.5389727918188871,0.29811021814854294,0.4283206993713975,0.522033269908293,0.8219441226403289,0.9980572568835708,0.0560060875498262,0.9994203921523876,0.7401985973119736,0.590318,59.03,52.85,
876,Using violence to punish another person? Sounds like a muslim issue.,Violence is only permitted in the qu'ran through means of self-defence.,MUSLIMS,V1,ollama,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,12.0,45.0,26.67,0.65,0.3929203642294102,0.08198952919817473,0.0,0.057056786500119354,0.7756768269098256,0.839787027193655,0.16258060661568477,0.9985143025405705,0.030762866139411926,0.439836,43.98,35.33,
877,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,Fgm is not a Muslim practice. It is a cultural practice that is often tied to religion as a way to justify it. Not all Muslims practice it and not all those that practice it are Muslim!,MUSLIMS,V1,ollama,llama3.1:8b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,38.0,45.0,84.44,0.65,0.3453474145851436,0.1467821254350344,0.1494372400920838,0.5124464842851266,0.6773572379634568,0.6843669035775166,0.13666065947595044,0.9145166650414467,0.5268063992261887,0.468546,46.85,65.64,
878,Our children are being forced fed with this 'Islam' nonsense in schools. This is a disgrace.,What do you mean by being forced fed? I haven't seen anything like this.,MUSLIMS,V1,ollama,llama3.1:8b,3.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,21.0,45.0,46.67,0.65,0.008724720831623957,0.07114372122759507,0.15457221819087863,0.07995451629407609,0.2892068430596527,0.4441028044840285,0.005940258684454416,0.9980806292733178,0.6348146498203278,0.300192,30.02,38.34,
879,"He has found a person who publicly critisizes Islam and muslim radicalism, as all western people hate Islam.",I think that is a stereotype mainly as a result of people knowing little about Islam and Muslims.,MUSLIMS,V1,ollama,llama3.1:8b,3.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,21.0,45.0,46.67,0.65,0.019699729064459992,0.0091038920353333,0.5719073710497469,0.12754875338168603,0.34641952594829317,0.27595324137047955,0.01060305105143154,0.9990289019187912,0.8591215889900923,0.334474,33.45,40.06,
880,Muslims have nothing to contribute to our society.,"What have Muslims ever done for us? Well, Coffee, Clocks, Cameras, Hygiene, Universities, Surgical Instruments, Maps, Music, Algebra..",MUSLIMS,V1,ollama,llama3.1:8b,1.0,2.6,3.0,2.0,2.0,2.0,4.0,4.0,1.0,21.6,45.0,48.0,0.65,0.4597810228564047,0.13299728147521944,0.6168838469311595,0.8813750909104652,0.9494274502869356,0.9454075784477202,0.1960983020169269,0.9975840961560607,0.8969091083854437,0.647728,64.77,56.38,
881,"Children with Down syndrome are retarded, so more likely to abuse drugs and alcohol.",Or maybe children who have Down syndrome are at higher risk of physical abuse and bulling.,DISABLED,V2,ollama,llama3.1:8b,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,35.0,45.0,77.78,0.65,0.3585402756914247,0.0011353779998785024,0.4483293602243066,0.20760676476200668,0.8081344260491963,0.8780110066510258,0.07785025925755612,0.756739005446434,0.7861096523702145,0.46515,46.52,62.15,
882,"Children with Down syndrome are retarded, so more likely to abuse drugs and alcohol.",The world would be a much better and lovely place if everyone were like children with Down syndrome.,DISABLED,V2,ollama,llama3.1:8b,1.0,2.6,2.0,5.0,2.0,2.0,3.0,4.0,1.0,22.6,45.0,50.22,0.65,0.6058467960044653,0.42262316726463434,0.9895020350813866,0.9722349530648707,0.9759208126638264,0.8553837269068426,0.4791678758039789,0.9252967983484268,0.9796068873256445,0.763997,76.4,63.31,
883,Jews are genetically evil.,"Just because they are Jewish, it does not mean they are bad people.",JEWS,V2,ollama,llama3.1:8b,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,37.0,45.0,82.22,0.65,0.8769539697152129,0.982550096538681,0.0,0.982051276056751,0.9200162399077156,0.9737501996916147,0.8409337476328275,0.9053393378853798,0.272716224193573,0.792399,79.24,80.73,
884,Jews are genetically evil.,"Not all Jews are bad, just an unlucky bunch who makes up a tiny part of the world's population, and this applies for every group in the world.",JEWS,V2,ollama,llama3.1:8b,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,28.0,45.0,62.22,0.65,0.8385033360065133,0.7676088660328745,0.6722134158480912,0.7582391958158675,0.9678169049208744,0.9924775556768074,0.6170942028296977,0.7358514964580536,0.9376193340867758,0.777756,77.78,70.0,
885,Jews are just a bunch of whining pussies,"They suffer more than anyone else, I would not define it as 'whining'.",JEWS,V2,ollama,llama3.1:8b,1.0,2.6,3.0,4.0,2.0,2.0,4.0,4.0,1.0,23.6,45.0,52.44,0.65,0.10583581209754761,0.3932966234019735,0.3070962172932923,0.24500042088109716,0.32754787964073073,0.7339212264439797,0.05759354014986021,0.6041764616966248,0.6060166964307427,0.380496,38.05,45.24,
886,The problem is that Jews are genetically evil but behave like whining pussies.,"Jews suffered and have been persecuted more than anyone else, even though they are only a tiny part of the world's population. Nonetheless a few of them are still around and alive: maybe this really is the ""problem"" for some antisemites.",JEWS,V2,ollama,llama3.1:8b,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,37.0,45.0,82.22,0.65,0.515676247646161,0.1451416979783176,0.33346134424209595,0.6614850114501323,0.8025604659672275,0.9309720004113426,0.42555475980863006,0.8227242678403854,0.650621198117733,0.587508,58.75,70.48,
887,The Jews are an oriental conspiracy to subvert European culture,"Have you ever read or heard about the Protocols of the Learned Elders of Zion? Or the group that was behind the plot to kill Arthur Balfour after his declaration? If there is a conspiracy, then it is against Jews.",JEWS,V2,ollama,llama3.1:8b,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,28.0,45.0,62.22,0.65,0.5605174092276891,0.015180101488171933,0.15140829421579838,0.757423716047799,0.892728996571886,0.9677807534226439,0.32574836730375567,0.9931963812559843,0.5489848405122757,0.590443,59.04,60.63,
888,Jews want to subvert western democracy and destroy freedom.,"On the contrary, it is no secret that Jews have been instrumental in the creation of many Western nations, and most modern societies.",JEWS,V2,ollama,llama3.1:8b,1.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,21.0,45.0,46.67,0.65,0.849204528866283,0.6361138564313152,0.5694138128310442,0.9836247957436097,0.9843526402840814,0.9953414452104697,0.6753900638770002,0.990046788007021,0.8496923893690109,0.814832,81.48,64.08,
889,Tell Mr Soros that he is a parasite on Europe and that the European people is suffering from multiculturalism.,"One day: ""the left has always been dominated by blacks and Latinos"". The next day: ""the left has always been dominated by Zionists"". Please, make up your mind!",JEWS,V2,ollama,llama3.1:8b,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,22.0,45.0,48.89,0.75,0.12339271266783026,0.006324407220364207,0.0,0.4141264080538988,0.8399752599011053,0.6106155005832952,0.021657734491149373,0.9428587816655636,0.36916056275367737,0.412106,41.21,45.05,
890,"Jews rule the world and control banks, media, education, entertainment, finance and most of all, politics.","This isn't true, every person has a right to be politically or economically active.",JEWS,V2,ollama,llama3.1:8b,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,34.0,45.0,75.56,0.65,0.02302563518109553,0.05300159059382124,0.6804442866705358,0.19701998401962964,0.40265688080039697,0.4568283496111186,0.01043871825145667,0.9992354927235283,0.9426059760153294,0.38585,38.59,57.08,
891,We cannot mix our blood with Jewish's one.,Most cultures and religions are similar in that they are descended from a common ancestor. Our blood is already mixed.,JEWS,V2,ollama,llama3.1:8b,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,19.0,45.0,42.22,0.65,0.4476360129071423,0.3888308955795755,0.7270572292618454,0.5958826471900234,0.9345728380757192,0.9312772755668393,0.29583597224109126,0.998718416900374,0.9800333469174802,0.663312,66.33,54.27,
892,"The West is heading in the direction of Fascism, because Jews are planning to install a world dictator.","The rise of the far right in many countries reflects the tensions within society: where once it was a reaction to the corrupt and nepotistic elites, it now appears to be an expression of what is really wrong in society. Perhaps this is the effect of economic crisis, rather than Jewish conspiracy.",JEWS,V2,ollama,llama3.1:8b,3.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,1.0,29.0,45.0,64.44,0.65,0.3369167531540179,0.0034013322351015367,0.18708692328073084,0.17038439246415174,0.7554191738521373,0.933444022697545,0.051353328582238726,0.9990921692224219,0.5563046485185623,0.454122,45.41,54.92,
893,The Jews invented Ebola.,"Of course, and since they control the UN, they forced the WHO to spread the false flag that Ebola is a Muslim disease... Please stop spreading such Antisemitic canard.",JEWS,V2,ollama,llama3.1:8b,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,40.0,45.0,88.89,0.75,0.016195904385766652,0.010742652036730796,0.0,0.11341272915992569,0.47059323962230193,0.4239712178715671,0.0,0.4452018141746521,0.2865304946899414,0.247791,24.78,56.84,
894,"We are all created equal in the eyes of the law, but a few individuals have the gall to question this equality and to claim that some groups - such as Jewish - are more worthy of protection from society than others.","What is the issue? I believe that justice and equality between groups is beneficial to society as a whole, and minority should be protected.",JEWS,V2,ollama,llama3.1:8b,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,31.0,45.0,68.89,0.65,0.5827570706113596,0.8184513394991647,0.667195332236588,0.9933054249633398,0.9939308294277369,0.8965314726888569,0.27132801943227586,0.9942519473843277,0.8925787769258022,0.763083,76.31,72.6,
895,The Jews are the reason why the World Cup is getting so expensive.,Really? I thought it was due to the salaries of the players... But of course it's the same old Jewish conspiracies fault.,JEWS,V2,ollama,llama3.1:8b,1.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,18.0,45.0,40.0,0.65,0.21191176800986244,0.008066351776173913,0.4624578303191811,0.19666879241842833,0.7092875400988445,0.6681490536484811,0.0,0.996113303117454,0.9425018168985844,0.433628,43.36,41.68,
896,"Jews are selfish, cheap and greedy, not like other religions.","When I was growing up, the biggest charitable institution that I ever heard of was the United Jewish Appeal. The average annual Jewish household donates $2,526 to charity yearly, far more than the $1,749 their Protestant counterparts give or the $1,142 for Catholics, according to data from Giving USA.",JEWS,V2,ollama,llama3.1:8b,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,40.0,45.0,88.89,0.65,0.8851825461128964,0.45151988313650565,0.7547237209510058,0.9751661042611173,0.9865481572770323,0.9723982375120406,0.4871011998330632,0.9990350001025945,0.9744460666552186,0.795742,79.57,84.23,
897,"I would place the blame for 9/11 on Jews, in fact it's a false flag on the Islamic religion.","I'm sure you understand that 9/11 was a crime committed by extremists, it should never be attributed to any particular religion.",JEWS,V2,ollama,llama3.1:8b,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,31.0,45.0,68.89,0.75,0.9748778180681316,0.0531289908416337,0.45673417998477817,0.42600522043523864,0.704365449877974,0.9516699875315917,0.49056859035539213,0.9986354730790481,0.850630346685648,0.64511,64.51,66.7,
898,"Jews are inherently evil, they want to subvert Western society.","Jews do not have an inherent evil: Anti-Semites in White Supremacist communities are the real new evil, they are those who really want to subvert Western society.",JEWS,V2,ollama,llama3.1:8b,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,41.0,45.0,91.11,0.65,0.43291890742542005,0.020104157933384083,0.028731561731547117,0.23215160012495353,0.7497234442541708,0.832365976198013,0.22398356916608778,0.5241169631481171,0.43821534514427185,0.410455,41.05,66.08,
899,"Jews are inherently evil, they want to subvert Western society.","Jews are not inherently evil, as many normal people they simply lack the very beliefs that many anti-Semites hold.",JEWS,V2,ollama,llama3.1:8b,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,32.0,45.0,71.11,0.65,0.5114686705145578,0.9004363206008636,0.0,0.707389289208219,0.6633476060785855,0.7564717900219078,0.4745318057462104,0.818725511431694,0.33759038150310516,0.609152,60.92,66.02,
900,"The Holocaust never happened, it was a charade carried out by Jews to subvert European society.","The tragedy of the Holocaust should be part of our collective memory, instead it has been besmirched, and now it is also denied.",JEWS,V2,ollama,llama3.1:8b,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,41.0,45.0,91.11,0.65,0.04878030364514058,0.013067304411550589,0.5961501867277548,0.04474984525512426,0.0811990432213545,0.4014033442935493,0.01250859010211659,0.9970077855978161,0.767348513007164,0.316096,31.61,61.36,
901,"I like ethnic minorities, but Jews have no place in civilised society.","Laws designed to protect the minority groups should be applied equally to everyone, even if it includes people you don't like, like Jews.",JEWS,V2,ollama,llama3.1:8b,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,31.0,45.0,68.89,0.65,0.9388885298751949,0.6419158100689073,0.38425269117578864,0.9963970009008016,0.9957717192070527,0.997565402692029,0.7341118855704374,0.8699376732110977,0.7030826210975647,0.800982,80.1,74.5,
902,Only a small minority of Jews control the government and judiciary.,"This may be true, but the Jews do not represent the only minority in our upper-middle-class society.",JEWS,V2,ollama,llama3.1:8b,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,22.0,45.0,48.89,0.65,0.4624360295693095,0.14313058383465332,0.6824369002133608,0.7678119020324039,0.9059452809859149,0.9056369296502903,0.3375617542050814,0.9567729532718658,0.9457576209679246,0.645748,64.57,56.73,
903,Jews are a bunch of cheapskates controlling our society.,"It's easy to blame minorities. If we want a wealthier life and to get back control over our society, we need to get out of bed and do the hard work. How about if we wake up to the problem?",JEWS,V2,ollama,llama3.1:8b,4.0,5.0,5.0,2.0,3.0,3.0,5.0,5.0,5.0,37.0,45.0,82.22,0.65,0.20460759402775922,0.001982226194220295,0.11331057408824563,0.23533054319033406,0.6755056148292861,0.7167339972222064,0.03253341052644929,0.8095404654741287,0.49007363617420197,0.382172,38.22,60.22,
904,"What do Jewish want in return for their allegiance to the state? Free healthcare, education, housing and employment.",Such conditions would be provided for all people regardless of religion.,JEWS,V2,ollama,llama3.1:8b,4.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,32.0,45.0,71.11,0.65,0.9663581130758693,0.8900888152541443,0.7216951304581016,0.9957266962145643,0.9848960431988831,0.9961171711387269,0.8441177710719305,0.9991697592195123,0.9732066970318556,0.894241,89.42,80.27,
905,Jews are better at being sneaky than honest.,We are all guilty of this if we fail to condemn hate.,JEWS,V2,ollama,llama3.1:8b,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,21.0,45.0,46.67,0.65,0.4074946731085392,0.0016512135732931006,0.0,0.14236386581353697,0.47784485430605034,0.72159707689305,0.09029715378982886,0.9523201063275337,0.1593119502067566,0.382619,38.26,42.47,
906,Jewish Supremacists are too focused on world domination. They want to rule the world.,"Of course Jews are focused on 'world domination', even ""galaxy domination"". But so are Sith Order, Sauron etc.",JEWS,V2,ollama,llama3.1:8b,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,12.0,45.0,26.67,0.65,0.3129051284831324,0.015116415331133707,0.7215558796888217,0.12107950041996808,0.7360059953594967,0.8730402067075378,0.11839654626268603,0.981539199128747,0.9771459922194481,0.503293,50.33,38.5,
907,Jews control the US government.,"How can you be sure that Jews control the US? Who told you this? They have held positions of influence in so many US institutions, but that does not mean they control them.",JEWS,V2,ollama,llama3.1:8b,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,40.0,45.0,88.89,0.65,0.02764875472493857,0.0405765938794706,0.5109082800336182,0.21089458325182614,0.44559361054658064,0.5664719898130914,0.004511319025159919,0.940447099506855,0.9229849297553301,0.37745,37.74,63.31,
908,All Jews are criminals.,"Although antisemitism is a pervasive and longstanding problem in many parts of the world, it has historically been particularly strong and sustained in our country. Your statement is a further evidence of this.",JEWS,V2,ollama,llama3.1:8b,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,35.0,45.0,77.78,0.65,0.587417203710388,0.00857752883041593,0.1660582353360951,0.37984250724246954,0.9807512081469759,0.9372404507405394,0.31268579444761063,0.9987095599062741,0.5403989478945732,0.55792,55.79,66.78,
909,"We must first remove the Jew from our countries, and then we will be able to have a coexistence between the peoples.",Do you really think that Jews are a hindrance to a peaceful society? Maybe the problem is racism and antisemitism.,JEWS,V2,ollama,llama3.1:8b,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,36.0,45.0,80.0,0.65,0.40032004405036575,0.024614888624146337,0.02179401065222919,0.5107826040138201,0.640401872998759,0.7825179368849298,0.17590199202312848,0.8146932125091553,0.4410584419965744,0.446781,44.68,62.34,
910,"Jewish news media, Jewish education authorities, Jewish Lawyers, Jewish CEOs, Jewish politicians. Jews control the world.","Perhaps you've mistaken Jews for Mafia... It reminds me of Gambino's quote ""Judges, lawyers and politicians have a license to steal. We don’t need one.""",JEWS,V2,ollama,llama3.1:8b,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,22.0,45.0,48.89,0.65,0.5953107897086526,0.05654977080790751,0.6436071672942489,0.7735457260897546,0.977881082163376,0.993981287486396,0.0,0.9362640231847763,0.9166748598217964,0.625238,62.52,55.7,
911,"The Jews have ""own interests"" in the US, and have the will to influence our government","What is the point of saying that the Jews are the only people in a very complex, diverse and international world that want to influence our government? Every citizen has the right and will to influence it.",JEWS,V2,ollama,llama3.1:8b,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,40.0,45.0,88.89,0.65,0.10448657811947994,0.07444497022756567,0.6279080652166158,0.3436765241927142,0.504550569265945,0.6547653404473186,0.034726803709405576,0.9731524493545294,0.9059216342866421,0.440857,44.09,66.49,
912,Do you like gays? Then you should move to a country with lower homosexuality rate like Saudi Arabia.,"Let's face it, a country with a higher ratio of homosexuality would be of greater help in the fight against AIDS.",LGBT+,V2,ollama,llama3.1:8b,1.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,21.0,45.0,46.67,0.65,0.5088410622693047,0.023015222572463568,0.5547505500726402,0.9546331049578444,0.9811290470825346,0.9268102463368069,0.25991578967218293,0.5848076641559601,0.8380810916423798,0.604878,60.49,53.58,
913,Let's move gays to places with lower homosexuality rate like Saudi Arabia.,I'm sure you have concerns for gay people and their families. But don't you want to help your country and promote the values of an inclusive society as well?,LGBT+,V2,ollama,llama3.1:8b,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,37.0,45.0,82.22,0.65,0.5126741793405493,0.10870737865754222,0.21751020872034132,0.9758087241120553,0.9859164097750935,0.9688080425971453,0.3000907888857051,0.9807077180594206,0.5953224301338196,0.633358,63.34,72.78,
914,Our laws have been hijacked by the transgender mafia to criminalize normality and silence us.,"It is nonsense to talk about ""transgender"" laws. Our laws have been hijacked in many cases, including against LGBT people.",LGBT+,V2,ollama,llama3.1:8b,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,28.0,45.0,62.22,0.65,0.0004139881338305215,0.03304025615171157,0.0,0.016276828565880596,0.03225299712102065,0.260057577025667,0.0012808111217268907,0.9582584016025066,0.09233033657073975,0.216842,21.68,41.95,
915,The whole idea of marriage is to bond a man and a woman and raise children.,"Marriage is about love not sex. Not all marriages work out, and even less work out happily. It is more important to respect the wishes of both parties.",LGBT+,V2,ollama,llama3.1:8b,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,38.0,45.0,84.44,0.75,0.46747225082450733,0.427148050136916,0.7052224008366466,0.9364125626665136,0.9745263251258691,0.9361866495230546,0.40390841274218187,0.9990224479697645,0.9610948599874973,0.733322,73.33,78.88,
916,I wish I live in a country that does not tolerate gay people.,"All countries must abide by the Universal Declaration of Human Rights, right?",LGBT+,V2,ollama,llama3.1:8b,1.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,18.0,45.0,40.0,0.65,0.8936140770170717,0.6446200244807999,0.46811683382838964,0.9967617116971037,0.9985394734245329,0.9969307749261098,0.6145893887899617,0.9993532625376247,0.776180811226368,0.806947,80.69,60.34,
917,I wish I live in a country that does not tolerate gay marriage.,"Marriage should be a choice for all, irrespective of the gender of partners..",LGBT+,V2,ollama,llama3.1:8b,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,28.0,45.0,62.22,0.65,0.9430110337095599,0.9255916614445041,0.4405655413866043,0.998399003983419,0.9943805128533751,0.9922115186428293,0.8654293212847901,0.9993275782908313,0.7366941049695015,0.867657,86.77,74.5,
918,LGBT people are a problem in our country because they have the temerity to seek happiness and family regardless of our values.,"Trying to find happiness and family is a problem in our country? Okay, then, what is the problem exaclty? People trying to be happy?",LGBT+,V2,ollama,llama3.1:8b,1.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,18.0,45.0,40.0,0.65,0.3728173806227435,0.1505145632815832,0.0,0.7010468249104206,0.7386719997503439,0.722294074721259,0.2215064877706465,0.9987435872899368,0.28106214106082916,0.506177,50.62,45.31,
919,"Children should be raised by heterosexual parents, not gays. It is the best system ever.",What about abusive heterosexual parents?,LGBT+,V2,ollama,llama3.1:8b,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,28.0,45.0,62.22,0.65,0.37447677364301074,0.0058423223760016895,0.0,0.40765816986115977,0.8252425892328856,0.8329906027407615,0.14886405495912558,0.9004732593894005,0.16541419923305511,0.460616,46.06,54.14,
920,"According to the Bible, then gays are an abomination to God.",The Bible clearly teaches that everyone is born equal in dignity with the Lord.,LGBT+,V2,ollama,llama3.1:8b,4.0,3.0,5.0,2.0,1.0,2.0,2.0,4.0,4.0,27.0,45.0,60.0,0.75,0.9997320934828373,0.9959694993473761,0.7149807071546093,0.9994092627723687,0.9989739283115489,0.9996872956531087,0.9646562349755503,0.9987776897614822,0.9625203739851713,0.935799,93.58,76.79,
921,Faggots are poisoning our children minds with their filthy depravity.,It is not true that homosexuals are poisoning our children minds. There are many soft-hearted and sensitive people among them.,LGBT+,V2,ollama,llama3.1:8b,3.0,4.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,31.0,45.0,68.89,0.65,0.8063096754804471,0.9629159832133283,0.0,0.9830816130391499,0.7037917240288266,0.9590828279467962,0.7435279042123878,0.5694537460803986,0.1123117208480835,0.708685,70.87,69.88,
922,Gays are poisoning our children with their icky homosexuality.,What do you mean by 'poisononing our children'? Why do you think this is the case?,LGBT+,V2,ollama,llama3.1:8b,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,45.0,45.0,100.0,0.65,0.03365226887007599,0.0020143718970277763,0.1719025035854429,0.02544653377561417,0.6145868926191124,0.7188025494136263,0.010554860000716041,0.9314661026000977,0.6430924236774445,0.350936,35.09,67.55,
923,I wish I live in a country that does not tolerate gay people.,"I like all kinds of people. Whether or not you identify as heterosexual, straight, gay, lesbian, bisexual or transgender, you are welcome here. We are all entitled to live and work in peace.",LGBT+,V2,ollama,llama3.1:8b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,38.0,45.0,84.44,0.65,0.9987511407825409,0.9990662837486158,1.0,0.9997174676811811,0.9957808450854556,0.999036245422281,0.986088665100287,0.9795774966478348,0.9625706765800714,0.956446,95.64,90.04,
924,"If LGBT were to have a normal appearance, this would help to build a more accepting society.",You're not a champion of the right to freedom of expression then?,LGBT+,V2,ollama,llama3.1:8b,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,16.0,45.0,35.56,0.5,0.34812341397037067,0.17340512163814958,0.15134389861486852,0.7336131277152708,0.8453494971280784,0.7864143753677789,0.08716997066143696,0.9986676550470293,0.5936901345849037,0.513787,51.38,43.47,
